IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	
sample_1593	-0.0015705	0.00605674	0.0139019	0.0119039	-0.000598319	0.00908297	-0.00882703	0.013334	0.0223881	0.0120623
sample_1594	0.00976522	0.000597335	-0.0163743	-0.0078332	0.0142823	-0.0185647	-0.00948701	0.00789828	-0.0117972	-0.00283456
sample_1595	0.00837178	-0.00993434	-0.0170918	-0.0208002	-0.0101883	0.0144333	-0.00914797	0.00577255	0.0123083	0.0267163
sample_1596	0.00819291	0.00347237	0.0164085	-0.0084915	0.000691179	-0.0205181	0.0102615	-5.58741e-05	0.00281123	-0.0026741
sample_1597	-0.0147603	-0.0208205	0.0212407	-0.000598596	0.000925038	-0.00519912	0.0217806	-0.00720034	-0.0301021	-0.00242245
sample_1598	-0.00937573	-0.00932681	0.00551384	0.0101475	0.00206167	-0.00908899	0.00146155	0.0118291	0.00436499	-0.0272418
sample_1599	0.0076427	-0.00574633	0.0234619	0.00319687	0.0228885	0.00482269	-0.000582772	-0.0123072	-0.017431	0.0310104
sample_1600	-0.00705148	0.02482	-0.010909	-0.0206898	0.0351637	0.00658579	-0.0142388	0.00936861	-0.00603224	0.0305347
sample_1601	-0.0159779	0.00220584	-0.00825817	-0.0109572	0.018793	0.0267746	0.00925504	-0.0350537	-0.00336256	-0.00293744
sample_1602	0.0361285	-0.00106973	-0.00295112	-0.0123953	-0.00500714	-0.00864948	-0.0111227	-0.0161078	0.000317506	-4.14981e-05
sample_1603	-0.00210676	-0.0123867	0.00582233	-0.00372168	0.00561703	0.0113631	0.00181995	0.000597247	0.00683398	-0.00766342
sample_1604	0.0014433	-0.00243724	-0.00185536	-0.0143999	-0.00312949	0.011367	-0.010957	0.00573279	-0.00877204	-0.0286286
sample_1605	-0.018264	-0.000492969	-0.022491	-0.0105884	0.012171	0.00446745	0.00973898	0.0221796	0.0116674	-0.00900493
sample_1606	-0.000396693	0.0130995	-0.00175309	0.00834487	0.0138391	-0.0227096	0.00840455	0.0220097	0.0149903	0.00903814
sample_1607	-0.00697209	0.0101909	-0.0010291	0.0176395	-0.014843	0.00226348	0.0136799	0.00840666	0.0169395	0.00271938
sample_1608	0.00529251	-0.0172818	0.0122784	-0.00462033	0.00916045	0.00498948	0.0122922	0.0147837	0.00879944	-0.00814376
sample_1609	-0.0107437	0.00218158	-0.00578262	-0.00267258	-0.00418808	0.00314627	-0.00654776	0.0243373	0.00537433	0.00732897
sample_1610	-0.0105175	-0.0317595	-0.00246092	-0.00050698	-0.0064682	0.0325905	0.0192082	-0.00895958	0.00223042	0.0036676
sample_1611	-0.0120364	0.00258452	0.000798744	-0.0234057	0.0143784	0.0156042	0.00690869	0.0140127	0.00260735	0.002353
sample_1612	-0.0059751	-0.00140144	-0.00459744	-0.00118721	-0.0204121	-0.0164898	0.0210999	-0.0152298	-0.0210128	-0.0134704
sample_1613	-0.00861891	0.013334	-0.0028648	-0.00763726	-0.0138019	0.00223062	0.0203967	-0.015827	-0.00397434	-0.00804804
sample_1614	0.0040772	-0.0171802	-0.00334331	0.00331651	0.00553307	0.00331302	0.00269315	0.00799243	-0.00809915	0.00339321
sample_1615	-0.00368288	-0.00274467	-0.0411091	0.00241532	-0.00181447	0.000588433	0.00577919	-0.0105684	0.00457214	-0.0382765
sample_1616	-0.00972341	-0.00694401	-0.04444	0.0165045	-0.00943125	-0.0442381	0.00187873	-0.0208711	-0.00233151	0.0242183
sample_1617	0.0186348	0.00596278	-0.0115717	-0.004705	-0.0081464	-0.0116826	-0.0177316	-0.0119733	0.00579295	-0.00989462
sample_1618	-0.0128742	-0.00225486	-0.000372733	-0.00303219	0.0181259	0.00325497	0.00418378	-0.0160228	-0.000100337	-0.020919
sample_1619	0.00134443	-0.00211191	0.0152526	0.0658791	0.00606959	0.0846297	-0.00778011	0.0148454	0.0260538	0.0294034
sample_1620	-0.015699	-0.011064	0.0121127	-0.00492556	0.00985929	0.00814506	-0.022372	0.0146549	-0.004954	0.00554324
sample_1621	-0.00123505	-0.0222848	0.0123919	0.000364673	-0.00321821	0.00304002	-0.0111411	-0.00773137	-0.00196976	0.012963
sample_1622	-0.000244641	-0.012754	0.00451722	-0.0125456	-0.00742641	0.00820865	-0.00187253	-0.0130316	-0.0126535	-0.0138166
sample_1623	-0.00852849	0.00713853	-0.0176017	-0.0281709	0.0202632	-0.00907205	0.00345161	0.0280295	0.0106739	-0.00710129
sample_1624	0.020116	0.00895763	-0.0124433	-0.00467068	0.0091345	0.00970889	0.00268509	-0.0148551	0.025826	-0.0119047
sample_1625	-0.0175049	0.00382313	0.00372696	-0.0094331	0.0116009	0.0103191	-0.0124002	0.00254746	-0.00996174	0.00649268
sample_1626	-0.0153679	0.00139357	-0.0118655	-0.00608767	0.00296103	-0.0112481	0.0157004	-0.0045341	0.00399833	-0.0233179
sample_1627	0.00835416	0.00327184	-0.0115985	0.00472969	-0.018231	-0.000875437	-0.0197129	-0.023861	-0.00915903	0.0169941
sample_1628	0.00949966	0.0128329	0.00147901	0.00310087	-0.0150235	-0.00724814	0.00537284	0.00651609	-0.0145709	0.0187045
sample_1629	-0.0166958	0.0159672	0.0162632	-0.00835346	0.0108399	0.0295333	0.0156465	0.00551182	-0.0261769	0.0102014
sample_1630	-0.0164288	0.0161614	0.0177014	-0.00767881	-0.0149762	-0.0078881	-0.00487944	0.0108148	0.0128241	0.00803886
sample_1631	0.0010598	0.00159965	0.000835732	0.00414621	0.0162786	0.00433862	-0.00514542	0.0120198	-0.00112009	0.000884106
sample_1632	-0.0031894	-0.00338377	0.00750992	0.00211415	0.00998979	-0.00185238	0.0118673	0.0105309	-0.0132755	0.00246112
sample_1633	0.00273915	-0.0110561	0.000241657	0.00620685	0.00863141	-0.00257061	0.0247291	-0.00434124	-0.0129863	0.00327144
sample_1634	0.0055416	0.00219549	0.00419089	0.0159155	-0.00617096	-0.00744589	-0.008586	-0.00745124	0.00284622	-0.0173761
sample_1635	0.00272157	-0.0158312	-0.00450427	0.0156321	-0.0202431	-0.0441623	-0.000829155	0.0165766	0.0190352	-0.026015
sample_1636	-0.0027882	0.0171722	0.000255916	0.00466183	0.008434	-0.000298053	-0.0144722	-0.0153772	0.00537638	0.0155774
sample_1637	-0.00331805	-0.00396383	-0.00707819	0.00560199	-0.00488401	-0.00653569	-0.00253068	0.00930477	0.00850412	-0.00965782
sample_1638	-0.00507358	0.0100894	-0.000324516	0.00202194	0.0161882	0.00530979	-0.00130314	0.000190527	0.0220497	-0.0144167
sample_1639	-0.00898626	-0.0165906	0.000403446	0.0107973	-0.00491028	0.0134051	-0.00664324	0.0108564	-0.0174165	-0.0046538
sample_1640	0.00159871	-0.0118229	0.0167607	-0.0125375	-0.00894589	0.0127484	0.01532	-0.002021	-0.00140294	0.00768715
sample_1641	-0.000760163	-0.0118728	-0.00540388	-0.00444972	-0.00375927	-0.00651668	-0.00680194	0.0115655	0.0216765	0.0072145
sample_1642	0.00422839	0.000111319	0.00193247	0.0195554	-0.00540572	-0.0102713	0.0263806	-0.011638	-0.00525978	-0.00150835
sample_1643	-0.00430511	0.0205872	0.013468	0.00384941	-0.0275539	-0.0108173	-0.0043208	-0.000526786	-0.0112925	0.00184562
sample_1644	0.0205166	-0.0213005	-0.0270118	0.0134475	-0.0014149	0.00433695	-0.0103051	0.00620772	0.0141284	-9.65421e-05
sample_1645	-0.00295908	0.0182598	0.000352286	0.0210903	0.0283709	-0.00887311	0.0014643	0.0147541	0.0174858	-0.00917226
sample_1646	0.00812064	0.016298	0.00551116	-0.00246766	0.00413582	0.000571877	-0.0141514	-0.0034494	-0.026836	-0.00938603
sample_1647	0.0168256	-0.00886782	0.0172015	0.00112835	-0.0100099	-0.000250302	0.00565809	-0.0170219	-0.0335183	0.00647542
sample_1648	0.000515275	0.0115577	-0.0175499	0.0139579	0.0155378	0.0157456	0.0175732	-0.0142209	-0.0140046	-0.00262996
sample_1649	-0.00310279	-0.0210147	-0.0141966	-0.00659312	0.00864384	-0.01887	0.0200031	0.0142063	-0.00671681	0.0103218
sample_1650	-0.00600028	0.00116671	-0.00884217	0.0148603	-0.0114118	0.020451	0.00333749	-0.020705	0.0138057	-0.0205847
sample_1651	0.00511499	-0.030951	0.0123523	0.0213215	-0.0202896	-0.0161987	-0.0166448	0.0232528	-0.000436916	-0.00026382
sample_1652	-0.0151135	-0.0269653	-0.00371526	0.0251527	0.000837533	0.0214469	-0.0194464	-0.000638826	0.0112838	-0.00766462
sample_1653	-0.00284845	-0.00296152	0.0169454	-0.0220605	-0.00246288	0.0114223	0.00500836	0.00612761	-0.00790771	0.0137125
sample_1654	-0.00441091	0.010457	-0.0044153	-0.007142	0.00292389	-0.0144111	0.00592512	0.011376	-0.00639889	-0.00119442
sample_1655	0.00886524	-0.0126311	-0.010049	0.00350399	-0.000153781	-0.00351695	0.00265414	0.00629682	-0.00460798	0.00476209
sample_1656	0.00975654	0.00297788	-0.00393064	0.0036672	0.0207659	0.00635886	-0.00928346	0.0138874	0.00894467	-0.00274801
sample_1657	0.00687045	-0.00786893	-0.00974464	-0.000897223	0.0216963	0.0273232	0.00304028	0.00591559	0.00665229	-0.0194759
sample_1658	-0.0301686	0.0101287	0.0250053	-0.0245189	-0.00565644	-0.00578238	-0.015982	0.0161921	0.00561085	-0.0206957
sample_1659	-0.0109199	0.012731	-0.0144668	-0.00586462	0.0118156	0.00329022	0.0277996	-0.0167538	0.00882211	0.0145819
sample_1660	-0.00401912	0.013095	-0.0303056	0.00709066	-0.00931543	0.00556051	0.019391	-0.00987947	-0.00571659	-0.00380979
sample_1661	-0.00330498	-0.0144935	-0.00621794	0.011529	0.0378528	0.0114845	0.0246854	0.00922164	-0.00706701	-0.00476532
sample_1662	0.0202026	0.0112033	-0.0105097	0.0247121	0.00654097	-0.0102195	-0.00585403	-0.0139637	-0.0107748	0.00468899
sample_1663	0.00328736	0.0226741	0.000263341	0.0053661	0.00553947	0.00767314	-0.00348781	0.00403563	0.0110084	-0.00377226
sample_1664	0.00545695	0.0237946	0.0315321	0.0385883	0.00253654	-0.00457975	-0.0217364	-0.0087153	0.0109811	0.0033912
sample_1665	-0.0104285	0.0070697	0.00557012	-0.00205356	0.0128094	0.0212901	0.00679547	0.0398275	0.00763824	-0.00436419
sample_1666	-0.00148686	-0.0151719	0.000604651	-0.0122564	0.000582071	-0.00441173	-0.00853551	0.0127296	-0.00333166	-0.0112709
sample_1667	0.00163192	0.000772813	-0.0034344	0.00216763	0.023443	0.00169927	-0.00209289	-0.00961077	-0.00216902	-0.0161504
sample_1668	0.0123558	0.0119993	-0.00690913	0.0188111	0.00190138	-0.00470434	-0.00932028	-0.00114135	0.0182103	0.0175578
sample_1669	-0.00772349	-0.0116534	-0.0158288	-0.0198268	-0.00723153	0.00514641	0.0221011	0.0102234	0.0125243	0.00484403
sample_1670	-0.0181064	-0.0291799	0.00513069	-0.0110016	0.00596551	-0.014805	-0.032848	0.00381216	0.00250986	0.00796735
sample_1671	0.0176075	-0.00145523	0.00671504	-0.0109773	0.0028762	-0.0125391	-0.0177948	-0.0114669	-0.0138653	0.00867211
sample_1672	0.00280534	-0.00738639	-0.00391738	0.0140651	0.0216089	-0.00152406	0.0193807	0.00181516	0.0163744	0.00776419
sample_1673	0.0189422	-0.0163298	0.0106272	0.00171753	0.0299618	-0.00994471	0.00533098	0.0204401	0.0237305	-0.00855424
sample_1674	-0.0181972	-0.018485	0.00660682	0.0165842	-0.00568087	0.0307835	-0.0101611	-0.0522837	0.0151322	0.0302927
sample_1675	0.0363186	0.0251257	0.0157036	-0.00496418	-0.00662713	-0.000256784	-0.0253632	-0.0117188	0.000718642	0.012988
sample_1676	0.0181183	0.0205976	0.000267847	0.0158771	0.0106235	-0.0118012	0.00015591	-0.00619083	-0.00565423	0.0027502
sample_1677	-0.00173633	-0.00778851	-0.0100572	0.0100156	-0.0165877	-0.0073141	-0.000297274	0.00472282	0.0188121	0.000934262
sample_1678	0.0100405	-8.25838e-06	-0.012794	-0.0092946	-0.00303426	-0.00705118	0.00398643	-0.00144613	0.00117567	-0.0204844
sample_1679	-0.00531808	-0.00852466	-0.00480679	0.0140756	-0.00272656	0.0023669	0.00270435	-0.00965257	0.013037	-0.00455644
sample_1680	-0.000786108	-0.00336538	-0.00753623	-0.0137141	-0.0131577	0.0153219	-0.00864506	0.0055274	-0.0179277	-0.00765094
sample_1681	0.00129744	-0.00842033	0.00333155	0.0109908	0.0113704	0.00177425	0.0082829	-0.00833619	-0.0178211	-0.0101023
sample_1682	0.0155068	-0.00672777	0.00124144	-0.0128394	0.00780649	0.0116669	0.00741478	-0.00517636	0.0235	-0.00432194
sample_1683	0.0139447	-0.00506206	0.0229603	0.000965927	0.00184697	-0.0116041	0.0197438	-0.00431824	-0.000872902	0.0294894
sample_1684	0.0446926	0.0151885	-0.0461364	-0.0371549	0.032527	-0.0326009	0.0274424	-0.0166367	-0.0179645	-0.00702051
sample_1685	0.00979934	0.00746429	-0.00186228	-0.0105912	-0.00308666	0.00359974	-0.0132502	0.0120693	-0.014763	-0.0143963
sample_1686	-0.00394342	0.00437484	-0.012363	-0.00853813	0.00126754	-0.030541	-0.00787639	0.0421359	-0.0026992	0.0158143
sample_1687	0.0266339	0.00305671	-0.0158573	-0.0104237	0.011354	-0.00359953	0.0100683	0.00675064	-0.00367302	-0.0144103
sample_1688	0.000216678	-0.00490986	-0.018398	0.0129114	-0.00060203	0.0173183	0.00647512	0.0139107	-0.00487336	-0.021697
sample_1689	-0.017284	-0.00290838	0.0099011	-0.0375029	-0.00262476	0.00449486	3.69761e-05	-0.0218313	-0.0199771	0.00345856
sample_1690	-0.0172587	-0.0200195	-0.0115861	-0.00701051	0.00225917	0.0114061	-0.000563166	0.00891347	-0.0225295	-0.0108651
sample_1691	0.0111686	-0.0109819	-0.0094949	-0.0168319	0.018167	-0.0171018	-0.0197965	0.00166319	-0.0113604	-0.0164821
sample_1692	0.0119082	-0.0212303	-0.00271383	-0.0139286	-0.0220341	-0.0219155	0.00763296	-0.0129376	-0.0312923	-0.0113715
sample_1693	0.0104686	-0.012983	0.0029837	0.0072076	0.0180708	0.000557156	0.0065914	0.00839908	-0.000492483	0.014683
sample_1694	-0.0333827	0.016061	-0.00731169	-0.00345372	-0.0036228	-0.00442539	-0.0113544	-0.00266333	-0.0177206	-0.00778561
sample_1695	0.0182571	0.0104031	0.00198933	-0.00881956	-0.00655526	0.0238262	0.0111632	0.0116459	-0.00603397	-0.00760795
sample_1696	-0.00765835	-0.00888798	-0.0251536	-0.0419777	0.02889	0.014537	-0.020494	0.0262822	0.00660564	-0.00419944
sample_1697	-0.00137938	-0.0027428	0.0064423	-0.00513767	-0.00447329	0.00261152	0.00184627	-0.033507	-0.00280705	-0.00561861
sample_1698	0.000111041	0.0191133	-0.0116837	-0.0107981	-0.00812582	0.00503934	-0.000965189	-0.0186034	0.00469032	-0.0137606
sample_1699	-0.0016787	-0.0021289	0.0025091	-0.00741618	0.00266147	-0.00778201	-0.00250895	-0.0137191	-0.00528122	0.0231009
sample_1700	0.00514683	-0.0019174	-0.000638518	0.00316059	0.0120786	-0.00449693	-0.00370887	-0.0171681	-0.00748538	-0.00936719
sample_1701	-0.00730492	-0.00459763	-0.00666699	0.0106715	0.00326418	0.00583874	0.0108333	-0.00344403	-0.0190607	0.0229331
sample_1702	-0.0246703	-0.0246206	-0.00667356	0.0132714	0.00293579	0.0218226	-0.0296692	0.0183299	0.00583026	-0.0386209
sample_1703	-0.0114389	-0.0322081	-0.00753975	-0.00587986	-0.00433104	0.0110906	-0.0104246	-0.00114341	-0.0268751	-0.0193154
sample_1704	0.0171293	-0.0154866	-0.0199998	-0.0017536	0.00215263	0.00820254	0.019013	-0.000932236	-0.00917706	0.0179317
sample_1705	0.0213498	0.000214373	-0.0130449	-0.00990517	-0.0354438	0.00765513	0.023854	-0.0163488	0.00159991	0.00610408
sample_1706	-0.00221729	0.013406	-0.00641935	0.0119841	0.007692	0.0183791	0.0133591	-0.000464522	-0.00999276	-0.000795452
sample_1707	0.0108296	-0.00464544	0.0235726	0.00912717	-0.00304293	0.00204375	0.00226164	0.00540714	0.00600371	0.0126696
sample_1708	-0.00162318	0.0189628	-0.0121151	0.0185017	-0.0285637	-0.0101334	0.00699544	0.0250424	-0.00134565	0.0277638
sample_1709	0.0164654	-0.0176192	0.0108907	0.0229924	0.0229746	0.00256832	0.0115665	0.00187282	-0.0413016	-0.0170561
sample_1710	-0.00751383	-0.0134883	-0.0121611	0.0175084	0.0146557	-0.00424618	-0.0107856	-0.00110227	0.000275853	0.00974174
sample_1711	0.00633814	-0.0151305	0.0122234	-0.00352611	0.00424657	-0.0234728	-0.0182004	-0.00855629	-0.000499712	0.000485804
sample_1712	-0.00797704	-0.0104049	-0.0243212	-0.00190122	0.00667494	0.00593146	-0.000412867	0.00455911	-0.0134807	-0.000196054
sample_1713	-0.00635313	0.0105695	-0.0122413	0.00618487	0.0574094	0.0186629	-0.0244023	0.0255982	0.0111359	-0.0292042
sample_1714	-0.00550317	-0.0018241	-0.00650161	-0.00372827	0.00931631	-0.00181538	0.0139791	0.0158823	0.00688287	-0.0074859
sample_1715	-0.0147414	0.014032	-0.0286829	0.00959286	-0.0447002	-0.0158616	-0.0235568	-0.00143873	0.0119401	-0.0362609
sample_1716	0.0144971	0.00711412	0.0165219	0.0140108	0.00521776	-0.00635879	0.00202933	-0.00260158	-0.0267218	-0.0106216
sample_1717	-0.00544248	0.00683179	-0.0198957	-0.00162227	0.000771056	-0.00631488	0.0375175	-0.00627116	-0.00162244	0.0262367
sample_1718	0.00569504	-0.00194693	-0.00160353	-0.00725083	-0.00706234	0.000401108	0.00134923	-0.0238171	0.0140692	-0.00151273
sample_1719	0.00905297	-0.0182572	0.00999114	0.0227294	0.00892539	0.00418772	0.00396571	0.0213771	0.00765733	-0.00841274
sample_1720	0.022006	0.00318633	0.00630606	0.0133144	-0.00246359	-0.00693131	-0.00227693	0.0288969	0.00944612	-0.00143616
sample_1721	-0.0310855	0.00341682	0.00496697	-0.00725699	-0.0111902	-0.00304759	-0.00291468	0.00351654	-0.00537415	-0.00186647
sample_1722	0.0103287	-0.00283176	0.00286581	-0.00658689	0.00632793	0.00185138	0.00252992	0.000543474	-0.00742085	0.00456998
sample_1723	-0.0045528	0.00131046	-0.00207626	0.00478331	0.0164984	0.00669496	-0.00348548	0.00800907	0.0106214	-0.00342331
sample_1724	0.00375549	0.0104276	-0.00451498	0.0034728	0.0137706	0.000934458	-0.00740451	0.0163161	-0.0141739	0.00990891
sample_1725	-0.0011566	-0.0245938	0.0104989	0.0034656	0.00743472	0.0177778	-0.00882745	-0.00275008	-0.00614284	-0.00973491
sample_1726	-0.00360903	0.00148318	-0.010121	0.00406563	-0.0111771	0.0119592	-0.00511731	-0.0191665	0.0219079	-0.00775638
sample_1727	0.00530516	-0.0037622	-0.0122746	-0.0097266	-0.000140346	0.0181403	-0.00122932	-0.017319	-0.00873589	0.00156765
sample_1728	-0.00573151	0.00796041	0.00880629	0.0141734	0.000844429	-0.0247991	0.00273428	-0.0120563	-0.00154918	-0.00688496
sample_1729	0.000602751	-0.00814176	0.0195039	-0.0211715	-0.00913534	0.0285425	0.00883177	-0.00452531	-0.00524139	0.00721282
sample_1730	-0.00841153	0.0113986	-0.0014231	-0.0169906	-0.0032056	0.0202142	-0.0122399	0.00720808	-0.0061395	0.0283996
sample_1731	0.0125996	-0.000448893	0.0222554	-0.00476653	0.0113826	0.00702158	0.0128648	0.010014	-0.00071454	0.00383306
sample_1732	0.0024867	0.00740689	-0.0105598	-0.0107391	-0.0194686	0.0116433	-0.023318	-0.024069	0.000439742	-0.0135202
sample_1733	-0.00170193	-0.000367923	-0.0388492	-0.0265549	-0.00478736	-0.00491453	-0.00991931	-0.0142269	-0.0195492	2.66908e-05
sample_1734	0.0195952	0.016752	0.00106026	-0.000907499	-0.0187354	0.0258338	-0.0135419	-0.0100975	-0.0123764	-0.00118387
sample_1735	-0.0154456	-0.0072051	0.0234878	0.0103962	0.0157641	-0.000183797	-0.0140505	-0.00774976	2.03505e-05	-0.00853044
sample_1736	-0.00773304	-0.0150295	-0.0138497	0.00913915	0.00474031	0.0110326	0.00610833	-0.00193109	0.00499809	0.0134752
sample_1737	-0.016776	0.00152435	-0.000458216	0.00444524	-0.00236084	-0.0189881	0.00865624	0.00396462	0.0172058	-0.000435839
sample_1738	-0.00524715	-0.0108333	0.00208656	0.0080706	0.00723085	0.00448577	-0.00116519	0.00203825	-0.000478109	-0.0264878
sample_1739	-0.0123058	-0.00248157	-0.00327348	-0.0156311	0.000294149	-0.00254223	-0.00490755	0.00788302	-0.00790833	-0.00670394
sample_1740	0.00663789	-0.00311772	0.0168763	-0.0131047	0.0014035	-0.00541766	0.0070869	0.0106634	0.0161831	0.000313006
sample_1741	-0.00530258	-0.00606164	0.00510496	0.00904394	-0.015156	-0.0109287	0.0109162	-0.00225287	0.00576215	0.0120985
sample_1742	0.0017568	-0.0243114	0.00697951	0.0198693	0.0140579	0.0186687	3.6895e-05	-0.00339909	0.0119709	0.00492343
sample_1743	-0.00545373	0.00435022	0.0040081	5.50984e-05	-0.00606962	0.00650684	0.010804	-0.0138666	0.0110316	0.00965148
sample_1744	0.00425289	0.00497266	-0.0120693	-0.0195372	0.0316116	-0.00260667	0.0156756	-0.00318505	0.0282529	0.014038
sample_1745	0.0180258	0.00614278	0.0109935	-0.00407574	0.00155554	-0.0225448	-0.0109045	0.0108958	-0.0177474	0.00753137
sample_1746	0.0049233	-0.00750708	0.0187237	0.0184589	-0.0189331	-0.00356874	-0.00300467	-0.0048851	0.00998041	-0.00672786
sample_1747	-0.0251896	-0.015295	-0.00133691	-0.0144572	0.00778576	0.00229268	-0.0127581	-0.00396958	0.00981387	0.0181911
sample_1748	0.00927462	0.0117255	0.0113603	0.013742	-0.00240888	0.0271723	0.0159084	0.0312755	-0.0129715	-0.0144981
sample_1749	-0.00178706	0.0305597	-0.00815927	0.0185625	-0.0239921	-0.000121389	0.00737028	0.0136845	0.017968	0.00692111
sample_1750	0.019344	-0.017899	-0.0136937	-0.0162619	-0.014897	0.00900145	0.00792441	-0.00348114	0.00367352	0.00852635
sample_1751	0.00252419	0.00332107	0.00502671	0.011377	0.0167031	0.0273296	-8.4298e-05	-0.000344967	-0.00557287	-0.00995076
sample_1752	-0.0295886	-0.00142104	0.0229917	0.0148557	-0.0172179	0.00328502	-0.00902122	0.019669	0.00253114	0.0141402
sample_1753	-0.00408088	0.00218953	0.0154824	0.00817644	-0.00671312	-0.0252047	-0.00692539	-0.00858273	0.00522328	0.00303285
sample_1754	0.0221019	0.0125971	-0.0178885	0.00169026	0.0159782	-0.00383661	0.0203568	0.00781546	-0.010365	-0.00313486
sample_1755	0.0314665	-0.0146323	0.032715	-0.016498	-0.020994	0.00149186	0.0154324	0.00122097	-0.00667529	-0.00284627
sample_1756	-0.00372396	-0.00295697	-0.0190636	0.00737903	-0.000358803	-0.0177514	0.00137297	-0.0175318	0.0195716	-0.0116489
sample_1757	0.0151578	-0.0129719	-0.0120692	0.0023385	-0.0178293	-0.000860366	0.00278084	-0.00222504	-0.0203095	-0.00602008
sample_1758	0.0151148	-0.00268354	0.0052382	-0.00522448	0.00885027	-0.00131426	-0.00226088	0.00859445	0.0135667	0.00672105
sample_1759	-0.0205732	-0.0231746	-0.00503171	0.0221301	0.0154664	0.0103879	-0.00464435	0.0100001	-0.00801772	-0.00439434
sample_1760	0.00924513	0.00966855	-0.00767151	0.00332405	0.0258311	0.00466209	-0.020215	-0.000334219	0.00372444	0.0218534
sample_1761	-0.00127971	-0.000364051	-0.000170641	0.00429175	0.0139801	0.00481348	0.0135415	0.0016195	-0.0060344	0.00251294
sample_1762	-0.00779911	-0.00914543	0.00695901	0.00375265	0.00816857	0.00181426	-0.00332935	0.00472462	0.00549639	0.0207067
sample_1763	0.0257599	0.0148893	-0.00975736	-0.00787095	-0.00122259	-0.0120574	-0.00140655	0.00617018	0.0116244	-0.0334399
sample_1764	-0.00518074	0.00618446	0.00455477	0.00751795	-0.0130583	0.00785736	0.0071873	0.0232149	-0.0163961	-0.0197868
